address,apn,building_type,stories_total,stories_above,stories_below,units,occupancy_type
2612 EUCLID ST,4285002001,Soft Story,2,2,0,7,
1112 OCEAN PARK BLVD (1112-1114 OCEAN PARK BLVD),4285002007,Soft Story,2,2,0,6,
1302 OCEAN PARK BLVD,4285003001,Soft Story,3,3,0,18,
2618 14TH ST,4285003013,Soft Story,2,2,0,4,
1343 OAK ST (1343-1345 OAK ST),4285003015,Soft Story,2,2,0,3,
1520 OCEAN PARK BLVD,4285004002,Soft Story,2,2,0,4,
2601 14TH ST (2601 14TH ST/1404 OCEAN PARK BLVD),4285004011,Soft Story,2,2,0,6,
1320 OAK ST,4285010007,Soft Story,2,2,0,2,
2711 EUCLID ST,4285010008,Soft Story,2,2,0,3,
835 ASHLAND AVE,4285012013,Soft Story,2,2,0,9,
1003 ASHLAND AVE (1005 ASHLAND AVE),4285012014,Soft Story,2,2,0,8,
1015 ASHLAND AVE,4285012016,Soft Story,2,2,0,7,
1023 ASHLAND AVE,4285012018,Soft Story,2,2,0,6,
1028 HILL ST,4285012026,Soft Story,2,2,0,4,
1518 HILL ST,4285015003,Soft Story,2,2,0,1,
1000 ASHLAND AVE,4285027001,Soft Story,2,2,0,7,
2920 11TH ST,4285027036,Soft Story,3,3,0,6,
2920 11TH ST,4285027037,Soft Story,3,3,0,6,
2920 11TH ST,4285027038,Soft Story,3,3,0,6,
2920 11TH ST,4285027039,Soft Story,3,3,0,6,
2920 11TH ST,4285027040,Soft Story,3,3,0,6,
2920 11TH ST,4285027041,Soft Story,3,3,0,6,
2912 11TH ST,4285027057,Soft Story,2,2,0,6,
2912 11TH ST,4285027059,Soft Story,2,2,0,6,
2912 11TH ST,4285027060,Soft Story,2,2,0,6,
2912 11TH ST,4285027061,Soft Story,2,2,0,6,
2912 11TH ST,4285027062,Soft Story,2,2,0,6,
2912 11TH ST,4285027063,Soft Story,2,2,0,6,
823 PIER AVE,4285028016,Soft Story,2,2,0,2,
831 PIER AVE,4285028018,Soft Story,2,2,0,3,
1001 PIER AVE,4285028019,Soft Story,2,2,0,3,
929 MARINE ST,4285029015,Soft Story,2,2,0,3,
1014 PIER AVE,4285029021,Soft Story,2,2,0,2,
1004 PIER AVE,4285029022,Soft Story,3,3,0,3,
820 PIER AVE,4285029027,Soft Story,3,3,0,7,
820 PIER AVE,4285029028,Soft Story,3,3,0,7,
711 CEDAR ST,4287001016,Soft Story,2,2,0,4,
734 CEDAR ST,4287001019,Soft Story,2,2,0,10,
722 CEDAR ST,4287001020,Soft Story,2,2,0,6,
727 PINE ST,4287001026,Soft Story,2,2,0,3,
717 CEDAR ST (717-723 CEDAR ST),4287001033,Soft Story,2,2,0,10,
717 CEDAR ST (717-723 CEDAR ST),4287001034,Soft Story,2,2,0,10,
717 CEDAR ST (717-723 CEDAR ST),4287001035,Soft Story,2,2,0,10,
717 CEDAR ST (717-723 CEDAR ST),4287001036,Soft Story,2,2,0,10,
717 CEDAR ST (717-723 CEDAR ST),4287001037,Soft Story,2,2,0,10,
721 CEDAR ST (717-723 CEDAR ST),4287001038,Soft Story,2,2,0,10,
721 CEDAR ST (717-723 CEDAR ST),4287001039,Soft Story,2,2,0,10,
721 CEDAR ST (717-723 CEDAR ST),4287001040,Soft Story,2,2,0,10,
723 CEDAR ST (717-723 CEDAR ST),4287001041,Soft Story,2,2,0,10,
723-1/2 CEDAR ST (717-723 CEDAR ST),4287001042,Soft Story,2,2,0,10,
2518 7TH ST,4287003002,Soft Story,2,2,0,1,
2525 BEVERLEY AVE,4287003008,Soft Story,3,3,0,10,
2545 BEVERLEY AVE (2535-2545 BEVERLEY AVE),4287003009,Soft Story,2,2,0,26,
2534 7TH ST,4287003010,Soft Story,2,2,0,4,
649 OCEAN PARK BLVD,4287003012,Soft Story,2,2,0,7,
650 KENSINGTON RD,4287004010,Soft Story,3,3,0,4,
2418 7TH ST,4287004013,Soft Story,3,3,0,7,
2441 BEVERLEY AVE,4287004022,Soft Story,3,3,0,19,
611 OCEAN PARK BLVD (611 OCEAN PARK BLVD/2550 BEVERLEY AVE),4287005003,Soft Story,2,2,0,8,
2534 BEVERLEY AVE,4287005007,Soft Story,2,2,0,4,
2428 BEVERLEY AVE,4287005012,Soft Story,2,2,0,4,
2411 6TH ST,4287005015,Soft Story,3,3,0,1,
2450 BEVERLEY AVE,4287005017,Soft Story,2,2,0,6,
2511 4TH ST,4287007004,Soft Story,2,2,0,3,
2417 4TH ST,4287007013,Soft Story,2,2,0,1,
2423 4TH ST,4287007014,Soft Story,3,3,0,8,
2424 5TH ST,4287007017,Soft Story,2,2,0,3,
2439 4TH ST,4287007025,Soft Story,3,3,0,10,
2438 5TH ST,4287007031,Soft Story,3,3,0,3,
2427 4TH ST (2434 5TH ST),4287007038,Soft Story,3,3,0,30,
2402 5TH ST,4287007046,Soft Story,3,3,0,6,
2519 4TH ST,4287007047,Soft Story,3,3,0,12,
2519 4TH ST,4287007048,Soft Story,3,3,0,12,
2519 4TH ST,4287007049,Soft Story,3,3,0,12,
2519 4TH ST,4287007050,Soft Story,3,3,0,12,
2519 4TH ST,4287007051,Soft Story,3,3,0,12,
2519 4TH ST,4287007052,Soft Story,3,3,0,12,
2519 4TH ST,4287007053,Soft Story,3,3,0,12,
2519 4TH ST,4287007054,Soft Story,3,3,0,12,
2519 4TH ST,4287007055,Soft Story,3,3,0,12,
2519 4TH ST,4287007056,Soft Story,3,3,0,12,
2519 4TH ST,4287007057,Soft Story,3,3,0,12,
2519 4TH ST,4287007058,Soft Story,3,3,0,12,
2407 4TH ST,4287007063,Soft Story,3,3,0,10,
2436 4TH ST,4287008009,Soft Story,3,3,0,10,
2435 3RD ST,4287008012,Soft Story,4,4,0,10,
2441 3RD ST,4287008013,Soft Story,3,3,0,7,
2520 4TH ST (2518 4TH ST),4287008023,Soft Story,2,2,0,5,
2522 4TH ST (2524 4TH ST),4287008024,Soft Story,2,2,0,3,
2454 4TH ST,4287008030,Soft Story,4,4,0,6,
2454 4TH ST,4287008031,Soft Story,4,4,0,6,
2454 4TH ST,4287008032,Soft Story,4,4,0,6,
2454 4TH ST,4287008033,Soft Story,4,4,0,6,
2454 4TH ST,4287008034,Soft Story,4,4,0,6,
2454 4TH ST,4287008035,Soft Story,4,4,0,6,
2431 3RD ST,4287008037,Soft Story,4,4,0,11,
2431 3RD ST,4287008038,Soft Story,4,4,0,11,
2431 3RD ST,4287008039,Soft Story,4,4,0,11,
2431 3RD ST,4287008040,Soft Story,4,4,0,11,
2431 3RD ST,4287008041,Soft Story,4,4,0,11,
2431 3RD ST,4287008042,Soft Story,4,4,0,11,
2431 3RD ST,4287008043,Soft Story,4,4,0,11,
2431 3RD ST,4287008044,Soft Story,4,4,0,11,
2431 3RD ST,4287008045,Soft Story,4,4,0,11,
2431 3RD ST,4287008046,Soft Story,4,4,0,11,
2431 3RD ST,4287008047,Soft Story,4,4,0,11,
2500 4TH ST,4287008049,Soft Story,3,3,0,10,
2500 4TH ST,4287008050,Soft Story,3,3,0,10,
2500 4TH ST,4287008051,Soft Story,3,3,0,10,
2500 4TH ST,4287008052,Soft Story,3,3,0,10,
2500 4TH ST,4287008053,Soft Story,3,3,0,10,
2500 4TH ST,4287008054,Soft Story,3,3,0,10,
2500 4TH ST,4287008055,Soft Story,3,3,0,10,
2500 4TH ST,4287008056,Soft Story,3,3,0,10,
2500 4TH ST,4287008057,Soft Story,3,3,0,10,
2500 4TH ST,4287008058,Soft Story,3,3,0,10,
2444 4TH ST,4287008098,Soft Story,3,3,0,10,
2444 4TH ST,4287008099,Soft Story,3,3,0,10,
2444 4TH ST,4287008100,Soft Story,3,3,0,10,
2444 4TH ST,4287008101,Soft Story,3,3,0,10,
2444 4TH ST,4287008102,Soft Story,3,3,0,10,
2444 4TH ST,4287008103,Soft Story,3,3,0,10,
2444 4TH ST,4287008104,Soft Story,3,3,0,10,
2444 4TH ST,4287008105,Soft Story,3,3,0,10,
2444 4TH ST,4287008106,Soft Story,3,3,0,10,
2444 4TH ST,4287008107,Soft Story,3,3,0,10,
2418 3RD ST,4287009004,Soft Story,2,2,0,4,
2432 3RD ST,4287009006,Soft Story,2,2,0,3,
2436 3RD ST,4287009013,Soft Story,2,2,0,4,
2435 2ND ST,4287009017,Soft Story,2,2,0,8,
2402 3RD ST,4287009022,Soft Story,3,3,0,24,
2520 3RD ST,4287010005,Soft Story,3,3,0,18,
2624 3RD ST,4287010026,Soft Story,3,3,0,8,
2619 2ND ST,4287010035,Soft Story,2,2,0,9,
2513 2ND ST,4287010039,Soft Story,2,2,0,13,
243 OCEAN PARK BLVD (243-251 OCEAN PARK BLVD),4287010048,Soft Story,3,3,0,5,
245 OCEAN PARK BLVD (243-251 OCEAN PARK BLVD),4287010049,Soft Story,3,3,0,5,
247 OCEAN PARK BLVD (243-251 OCEAN PARK BLVD),4287010050,Soft Story,3,3,0,5,
249 OCEAN PARK BLVD (243-251 OCEAN PARK BLVD),4287010051,Soft Story,3,3,0,5,
251 OCEAN PARK BLVD (243-251 OCEAN PARK BLVD),4287010052,Soft Story,3,3,0,5,
2622 4TH ST,4287011020,Soft Story,2,2,0,13,
2603 3RD ST,4287011021,Soft Story,3,3,0,10,
2632 4TH ST (2632-2634 4TH ST),4287011026,Soft Story,2,2,0,6,
2638 4TH ST,4287011027,Soft Story,2,2,0,6,
423 HILL ST,4287012003,Soft Story,3,3,0,6,
2637 4TH ST,4287012010,Soft Story,3,3,0,4,
2624 5TH ST,4287012027,Soft Story,2,2,0,6,
2628 5TH ST,4287012028,Soft Story,2,2,0,10,
2616 5TH ST,4287012044,Soft Story,2,2,0,19,
2616 5TH ST,4287012045,Soft Story,2,2,0,19,
2616 5TH ST,4287012046,Soft Story,2,2,0,19,
2616 5TH ST,4287012047,Soft Story,2,2,0,19,
2616 5TH ST,4287012048,Soft Story,2,2,0,19,
2616 5TH ST,4287012049,Soft Story,2,2,0,19,
2616 5TH ST,4287012050,Soft Story,2,2,0,19,
2616 5TH ST,4287012051,Soft Story,2,2,0,19,
2616 5TH ST,4287012052,Soft Story,2,2,0,19,
2616 5TH ST,4287012053,Soft Story,2,2,0,19,
2616 5TH ST,4287012054,Soft Story,2,2,0,19,
2616 5TH ST,4287012055,Soft Story,2,2,0,19,
2616 5TH ST,4287012056,Soft Story,2,2,0,19,
2616 5TH ST,4287012057,Soft Story,2,2,0,19,
2616 5TH ST,4287012058,Soft Story,2,2,0,19,
2616 5TH ST,4287012059,Soft Story,2,2,0,19,
2616 5TH ST,4287012060,Soft Story,2,2,0,19,
2616 5TH ST,4287012061,Soft Story,2,2,0,19,
2616 5TH ST,4287012062,Soft Story,2,2,0,19,
2641 4TH ST,4287012064,Soft Story,3,3,0,6,
2641 4TH ST,4287012065,Soft Story,3,3,0,6,
2641 4TH ST,4287012066,Soft Story,3,3,0,6,
2641 4TH ST,4287012067,Soft Story,3,3,0,6,
2641 4TH ST,4287012068,Soft Story,3,3,0,6,
2641 4TH ST,4287012069,Soft Story,3,3,0,6,
507 HILL ST,4287013007,Soft Story,2,2,0,5,
2635 5TH ST,4287013009,Soft Story,2,2,0,9,
2616 6TH ST,4287013023,Soft Story,3,3,0,8,
2628 6TH ST,4287013026,Soft Story,3,3,0,10,
519 HILL ST (519-523 HILL ST),4287013030,Soft Story,3,3,0,15,
511 HILL ST,4287013031,Soft Story,3,3,0,13,
2613 6TH ST (2613-2615 6TH ST),4287014027,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014028,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014029,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014030,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014031,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014032,Soft Story,3,3,0,12,
2615 6TH ST (2613-2615 6TH ST),4287014033,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014034,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014035,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014036,Soft Story,3,3,0,12,
2615 6TH ST (2613-2615 6TH ST),4287014037,Soft Story,3,3,0,12,
2613 6TH ST (2613-2615 6TH ST),4287014038,Soft Story,3,3,0,12,
2621 6TH ST,4287014044,Soft Story,2,2,0,10,
2621 6TH ST ,4287014045,Soft Story,2,2,0,10,
2621 6TH ST,4287014046,Soft Story,2,2,0,10,
2621 6TH ST ,4287014047,Soft Story,2,2,0,10,
2625 6TH ST,4287014048,Soft Story,2,2,0,5,
2625 6TH ST,4287014049,Soft Story,2,2,0,5,
2625 6TH ST,4287014050,Soft Story,2,2,0,5,
2625 6TH ST,4287014051,Soft Story,2,2,0,5,
2625 6TH ST,4287014052,Soft Story,2,2,0,5,
2621 6TH ST ,4287014053,Soft Story,2,2,0,10,
2647 6TH ST,4287014055,Soft Story,3,3,0,24,
2647 6TH ST,4287014056,Soft Story,3,3,0,24,
2647 6TH ST,4287014057,Soft Story,3,3,0,24,
2647 6TH ST,4287014058,Soft Story,3,3,0,24,
2647 6TH ST,4287014059,Soft Story,3,3,0,24,
2647 6TH ST,4287014060,Soft Story,3,3,0,24,
2647 6TH ST,4287014061,Soft Story,3,3,0,24,
2647 6TH ST,4287014062,Soft Story,3,3,0,24,
2647 6TH ST,4287014063,Soft Story,3,3,0,24,
2647 6TH ST,4287014064,Soft Story,3,3,0,24,
2647 6TH ST,4287014065,Soft Story,3,3,0,24,
2647 6TH ST,4287014066,Soft Story,3,3,0,24,
2647 6TH ST,4287014067,Soft Story,3,3,0,24,
2647 6TH ST,4287014068,Soft Story,3,3,0,24,
2647 6TH ST,4287014069,Soft Story,3,3,0,24,
2647 6TH ST,4287014070,Soft Story,3,3,0,24,
2647 6TH ST,4287014071,Soft Story,3,3,0,24,
2647 6TH ST,4287014072,Soft Story,3,3,0,24,
2647 6TH ST,4287014073,Soft Story,3,3,0,24,
2647 6TH ST,4287014074,Soft Story,3,3,0,24,
2647 6TH ST,4287014075,Soft Story,3,3,0,24,
2647 6TH ST,4287014076,Soft Story,3,3,0,24,
2647 6TH ST,4287014077,Soft Story,3,3,0,24,
2647 6TH ST,4287014078,Soft Story,3,3,0,24,
654 COPELAND CT,4287015010,Soft Story,3,3,0,1,
632 OCEAN PARK BLVD,4287015022,Soft Story,3,3,0,12,
646 OCEAN PARK BLVD (646-648 OCEAN PARK BLVD),4287015024,Soft Story,2,2,0,6,
639 HILL ST,4287015030,Soft Story,2,2,0,6,
643 HILL ST,4287015031,Soft Story,2,2,0,6,
647 HILL ST,4287015032,Soft Story,2,2,0,5,
2627 HIGHLAND AVE,4287015037,Soft Story,3,3,0,10,
2602 7TH ST (2602-2614 7TH ST),4287015047,Soft Story,2,2,0,4,
2606 7TH ST (2602-2614 7TH ST),4287015048,Soft Story,2,2,0,4,
2610 7TH ST (2602-2614 7TH ST),4287015049,Soft Story,2,2,0,4,
2614 7TH ST (2602-2614 7TH ST),4287015050,Soft Story,2,2,0,4,
702 OCEAN PARK BLVD,4287016018,Soft Story,2,2,0,4,
710 OCEAN PARK BLVD,4287016020,Soft Story,2,2,0,3,
701 HILL ST,4287016034,Soft Story,2,2,0,4,
711 HILL ST,4287016036,Soft Story,2,2,0,4,
733 HILL ST,4287016040,Soft Story,2,2,0,5,
721 HILL ST,4287016044,Soft Story,2,2,0,11,
720 RAYMOND AVE,4287017009,Soft Story,3,3,0,13,
648 HILL ST,4287018025,Soft Story,2,2,0,4,
2815 6TH ST,4287019021,Soft Story,3,3,0,6,
2660 HIGHLAND AVE,4287019026,Soft Story,3,3,0,6,
2727 6TH ST,4287019027,Soft Story,3,3,0,29,
2813 6TH ST,4287019028,Soft Story,2,2,0,20,
2721 6TH ST,4287019029,Soft Story,3,3,0,22,
436 RAYMOND AVE,4287020005,Soft Story,2,2,0,6,
523 ASHLAND AVE,4287020025,Soft Story,3,3,0,7,
440 RAYMOND AVE,4287020031,Soft Story,3,3,0,20,
518 RAYMOND AVE,4287020032,Soft Story,3,3,0,20,
2709 4TH ST,4287021003,Soft Story,2,2,0,0,
2719 4TH ST,4287021005,Soft Story,2,2,0,4,
2731 4TH ST (2731 4TH ST/409 RAYMOND AVE),4287021007,Soft Story,2,2,0,5,
420 HILL ST,4287021009,Soft Story,2,2,0,7,
422 HILL ST,4287021010,Soft Story,2,2,0,11,
500 HILL ST,4287021013,Soft Story,2,1,0,9,
508 HILL ST,4287021015,Soft Story,2,2,0,6,
501 RAYMOND AVE,4287021024,Soft Story,3,3,0,11,
428 HILL ST,4287021042,Soft Story,3,3,0,22,
428 HILL ST,4287021043,Soft Story,3,3,0,22,
428 HILL ST,4287021044,Soft Story,3,3,0,22,
428 HILL ST,4287021045,Soft Story,3,3,0,22,
428 HILL ST,4287021046,Soft Story,3,3,0,22,
428 HILL ST,4287021047,Soft Story,3,3,0,22,
428 HILL ST,4287021048,Soft Story,3,3,0,22,
428 HILL ST,4287021049,Soft Story,3,3,0,22,
428 HILL ST,4287021050,Soft Story,3,3,0,22,
428 HILL ST,4287021051,Soft Story,3,3,0,22,
428 HILL ST,4287021052,Soft Story,3,3,0,22,
428 HILL ST,4287021053,Soft Story,3,3,0,22,
428 HILL ST,4287021054,Soft Story,3,3,0,22,
428 HILL ST,4287021055,Soft Story,3,3,0,22,
428 HILL ST,4287021056,Soft Story,3,3,0,22,
428 HILL ST,4287021057,Soft Story,3,3,0,22,
428 HILL ST,4287021058,Soft Story,3,3,0,22,
428 HILL ST,4287021059,Soft Story,3,3,0,22,
428 HILL ST,4287021060,Soft Story,3,3,0,22,
428 HILL ST,4287021061,Soft Story,3,3,0,22,
428 HILL ST,4287021062,Soft Story,3,3,0,22,
428 HILL ST,4287021063,Soft Story,3,3,0,22,
441 RAYMOND AVE,4287021066,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021067,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021068,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021069,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021070,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021071,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021072,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021073,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021074,Soft Story,3,3,0,10,
441 RAYMOND AVE,4287021075,Soft Story,3,3,0,10,
2721 3RD ST,4287022007,Soft Story,2,2,0,6,
2805 3RD ST,4287022010,Soft Story,3,3,0,8,
2811 3RD ST,4287022013,Soft Story,3,3,0,11,
301 ASHLAND AVE,4287022017,Soft Story,3,3,0,9,
240 HILL ST (240 HILL ST/2704 3RD ST),4287023001,Soft Story,3,3,0,4,
2708 3RD ST,4287023002,Soft Story,3,3,0,6,
2728 3RD ST,4287023009,Soft Story,3,3,0,9,
2820 3RD ST,4287023014,Soft Story,3,3,0,6,
2821 2ND ST ,4287023028,Soft Story,2,2,0,2,
2716 3RD ST,4287023030,Soft Story,3,3,0,14,
2828 3RD ST,4287023031,Soft Story,3,3,0,19,
2918 3RD ST,4287024005,Soft Story,2,2,0,3,
2931 2ND ST,4287024023,Soft Story,2,2,0,9,
3003 2ND ST,4287024065,Soft Story,2,2,0,4,
3003 2ND ST,4287024066,Soft Story,2,2,0,4,
3003 2ND ST,4287024067,Soft Story,2,2,0,4,
3003 2ND ST,4287024068,Soft Story,2,2,0,4,
2907 3RD ST,4287025011,Soft Story,4,4,0,11,
3015 3RD ST,4287025019,Soft Story,2,2,0,7,
323 MARINE ST,4287025022,Soft Story,4,4,0,24,
2928 4TH ST,4287025023,Soft Story,3,3,0,43,
511 PIER AVE,4287026017,Soft Story,3,3,0,8,
2917 6TH ST,4287026038,Soft Story,2,2,0,1,
2909 6TH ST (2910 HIGHLAND AVE),4287026041,Soft Story,2,2,0,4,
602 ASHLAND AVE,4287026042,Soft Story,3,3,0,12,
508 ASHLAND AVE,4287026045,Soft Story,3,3,0,16,
521 PIER AVE,4287026062,Soft Story,3,3,0,5,
521 PIER AVE,4287026063,Soft Story,3,3,0,5,
521 PIER AVE,4287026064,Soft Story,3,3,0,5,
521 PIER AVE,4287026065,Soft Story,3,3,0,5,
521 PIER AVE,4287026066,Soft Story,3,3,0,5,
431 MARINE ST,4287027022,Soft Story,2,2,0,6,
538 PIER AVE,4287027029,Soft Story,3,3,0,6,
602 PIER AVE,4287027030,Soft Story,3,3,0,6,
607 MARINE ST,4287027034,Soft Story,3,3,0,8,
425 MARINE ST,4287027059,Soft Story,4,4,0,6,
425 MARINE ST,4287027060,Soft Story,4,4,0,6,
425 MARINE ST,4287027061,Soft Story,4,4,0,6,
425 MARINE ST,4287027062,Soft Story,4,4,0,6,
425 MARINE ST,4287027063,Soft Story,4,4,0,6,
425 MARINE ST,4287027064,Soft Story,4,4,0,6,
653 MARINE ST (653 MARINE ST/3025 GOLDSMITH ST),4287028008,Soft Story,2,2,0,3,
3001 HIGHLAND AVE,4287029002,Soft Story,3,3,0,3,
631 PIER AVE,4287029016,Soft Story,2,2,0,4,
653 PIER AVE,4287029024,Soft Story,3,3,0,5,
638 PIER AVE,4287029033,Soft Story,3,3,0,4,
638 PIER AVE,4287029034,Soft Story,3,3,0,4,
638 PIER AVE,4287029035,Soft Story,3,3,0,4,
638 PIER AVE,4287029036,Soft Story,3,3,0,4,
724 ASHLAND AVE,4287030023,Soft Story,3,3,0,4,
730 ASHLAND AVE,4287030025,Soft Story,2,2,0,4,
733 PIER AVE,4287030026,Soft Story,2,2,0,4,
734 ASHLAND AVE,4287030027,Soft Story,2,2,0,4,
720 PIER AVE,4287030050,Soft Story,3,3,0,4,
720 PIER AVE,4287030051,Soft Story,3,3,0,4,
720 PIER AVE,4287030052,Soft Story,3,3,0,4,
720 PIER AVE,4287030053,Soft Story,3,3,0,4,
3016 RUSKIN ST,4287031034,Soft Story,2,2,0,1,
730 MARINE ST,4287034032,Soft Story,3,3,0,1,
728 MARINE ST,4287034033,Soft Story,3,3,0,1,
668 MARINE ST (666-672 MARINE ST),4287035001,Unreinforced Masonry,2,,,,
639 NAVY ST,4287035012,Soft Story,2,2,0,3,
631 NAVY ST,4287035021,Soft Story,2,2,0,4,
642 MARINE ST,4287035023,Soft Story,2,2,0,4,
3113 5TH ST,4287037004,Soft Story,2,2,0,4,
3109 6TH ST,4287037020,Soft Story,2,2,0,2,
3125 6TH ST,4287037024,Soft Story,2,2,0,3,
3129 6TH ST,4287037025,Soft Story,2,2,0,3,
3110 HIGHLAND AVE,4287037029,Soft Story,3,3,0,3,
3115 6TH ST,4287037037,Soft Story,3,3,0,4,
3115 6TH ST,4287037038,Soft Story,3,3,0,4,
3115 6TH ST,4287037039,Soft Story,3,3,0,4,
3115 6TH ST,4287037040,Soft Story,3,3,0,4,
3101 5TH ST,4287037041,Soft Story,3,3,0,13,
3101 5TH ST,4287037042,Soft Story,3,3,0,13,
3101 5TH ST,4287037043,Soft Story,3,3,0,13,
3101 5TH ST,4287037044,Soft Story,3,3,0,13,
3101 5TH ST,4287037045,Soft Story,3,3,0,13,
3101 5TH ST,4287037046,Soft Story,3,3,0,13,
3101 5TH ST,4287037047,Soft Story,3,3,0,13,
3101 5TH ST,4287037048,Soft Story,3,3,0,13,
3101 5TH ST,4287037049,Soft Story,3,3,0,13,
3101 5TH ST,4287037050,Soft Story,3,3,0,13,
3101 5TH ST,4287037051,Soft Story,3,3,0,13,
3101 5TH ST,4287037052,Soft Story,3,3,0,13,
3101 5TH ST,4287037053,Soft Story,3,3,0,13,
3111 3RD ST,4287038025,Soft Story,3,3,0,20,
3120 4TH ST,4287038029,Soft Story,3,3,0,24,
3104 4TH ST,4287038031,Soft Story,4,4,0,17,
3111 4TH ST,4287038032,Soft Story,4,4,0,60,
2409 MAIN ST,4288001020,Unreinforced Masonry,2,,,,
2411 MAIN ST,4288001021,Unreinforced Masonry,1,,,,
2515 MAIN ST,4288001035,Concrete Tilt-Up,,,,,
2525 MAIN ST,4288001036,Unreinforced Masonry,3,,,,
2403 MAIN ST,4288001040,Unreinforced Masonry,1,,,,
2633 MAIN ST,4288002027,Unreinforced Masonry,1,,,,
2601 MAIN ST,4288002902,Unreinforced Masonry,1,,,,
2808 2ND ST,4288003015,Soft Story,2,2,0,1,
2810 2ND ST,4288003016,Soft Story,2,2,0,1,
2821 MAIN ST (2815-2821 MAIN ST),4288003023,Unreinforced Masonry,2,,,,
2807 MAIN ST,4288003029,Unreinforced Masonry,1,,,,
2711 MAIN ST,4288003041,Unreinforced Masonry,1,,,,
2709 MAIN ST,4288003042,Unreinforced Masonry,1,,,,
2701 MAIN ST (2703 MAIN ST/210 HILL ST),4288003043,Unreinforced Masonry,1,,,,
2909 MAIN ST (2907-2915 MAIN ST),4288004023,Unreinforced Masonry,1,,,,
2905 MAIN ST (2901 MAIN ST),4288004024,Unreinforced Masonry,1,,,,
2941 MAIN ST,4288004027,Unreinforced Masonry,2,,,,
3005 MAIN ST,4288005015,Steel Moment Frame,5,,,0,
3015 MAIN ST,4288005015,Steel Moment Frame,4,,,0,
2934 MAIN ST (2936 MAIN ST),4288008005,Unreinforced Masonry,1 with mezzanine,,,,
2942 MAIN ST (181 PIER AVE),4288008007,Unreinforced Masonry,2 w/tower,,,,
171 PIER AVE (169-177 PIER AVE),4288008008,Unreinforced Masonry,2,,,,
2900 MAIN ST,4288009001,Unreinforced Masonry,2,,,,
2804 MAIN ST (2802-2808 MAIN ST),4288010005,Unreinforced Masonry,2,,,,
2702 MAIN ST ,4288011016,Unreinforced Masonry,1,,,,
2724 MAIN ST,4288011017,Unreinforced Masonry,1,,,,
2654 MAIN ST,4288012001,Unreinforced Masonry,2,,,,
136 HOLLISTER AVE,4288016040,Soft Story,3,3,0,1,
121 HART AVE,4288017030,Soft Story,3,3,0,1,
123 FRASER AVE,4288018032,Soft Story,2,2,0,5,
156 HART AVE,4288018042,Soft Story,4,4,0,4,
156 HART AVE,4288018043,Soft Story,4,4,0,4,
156 HART AVE,4288018044,Soft Story,4,4,0,4,
156 HART AVE,4288018045,Soft Story,4,4,0,4,
161 OCEAN PARK BLVD,4288019018,Soft Story,2,2,0,6,
2700 NEILSON WAY,4288020036,Non-Ductile Concrete,16,,,266,Residential
2720 NEILSON WAY,4288020036,Non-Ductile Concrete,16,,,266,Residential
1 SEA COLONY DR (1-43 SEA COLONY DR),4288020041,Soft Story,3,3,0,43,
2 SEA COLONY DR (1-43 SEA COLONY DR),4288020042,Soft Story,3,3,0,43,
3 SEA COLONY DR (1-43 SEA COLONY DR),4288020043,Soft Story,3,3,0,43,
4 SEA COLONY DR (1-43 SEA COLONY DR),4288020044,Soft Story,3,3,0,43,
5 SEA COLONY DR (1-43 SEA COLONY DR),4288020045,Soft Story,3,3,0,43,
6 SEA COLONY DR (1-43 SEA COLONY DR),4288020046,Soft Story,3,3,0,43,
7 SEA COLONY DR (1-43 SEA COLONY DR),4288020047,Soft Story,3,3,0,43,
8 SEA COLONY DR (1-43 SEA COLONY DR),4288020048,Soft Story,3,3,0,43,
9 SEA COLONY DR (1-43 SEA COLONY DR),4288020049,Soft Story,3,3,0,43,
10 SEA COLONY DR (1-43 SEA COLONY DR),4288020050,Soft Story,3,3,0,43,
11 SEA COLONY DR (1-43 SEA COLONY DR),4288020051,Soft Story,3,3,0,43,
12 SEA COLONY DR (1-43 SEA COLONY DR),4288020052,Soft Story,3,3,0,43,
13 SEA COLONY DR (1-43 SEA COLONY DR),4288020053,Soft Story,3,3,0,43,
14 SEA COLONY DR (1-43 SEA COLONY DR),4288020054,Soft Story,3,3,0,43,
16 SEA COLONY DR (1-43 SEA COLONY DR),4288020057,Soft Story,3,3,0,43,
